gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000003096,569.20339453604,0.306780156811196,0.412584989462069,0.743556272396573,0.457144965879518,0.79944403781413
ENSG00000003137,439.77093956194,0.361788358603468,0.335501051145422,1.07835238479372,0.280876527590079,0.690650820704725
ENSG00000003147,1067.62312537025,-0.202651028993794,0.379032664529102,-0.534653205273381,0.592889685269232,0.863817191758663
ENSG00000003249,1381.05059657267,-0.183177731546166,0.30493566800353,-0.600709430764413,0.548033536581584,0.84303213693567
ENSG00000003393,1165.63411397967,0.029468594151119,0.114211103011419,0.258018645946995,0.796392516943639,0.943626812514392
ENSG00000003400,1547.87375154181,-0.0252963171178802,0.277057105022956,-0.0913036217417498,0.927251340277555,0.979415255980783
ENSG00000003402,4822.76155016938,-0.187250395292075,0.163290365160962,-1.14673266305391,0.251492126642704,0.661966591828138
ENSG00000003436,1012.43604226199,0.350978524274809,0.422655414371548,0.830412937680411,0.406305353260453,0.769737236203413
ENSG00000003509,659.591360645454,0.0594537409895015,0.100765240842245,0.59002231813826,0.555175686936377,0.846963196337
ENSG00000003756,3019.38814322535,0.0474790321348402,0.120225086272688,0.3949178462401,0.692903518891966,0.907302794513909
ENSG00000003987,65.9637542823038,0.0445066627402019,0.238537961873568,0.186581047270756,0.851989127869341,0.958963941036546
ENSG00000003989,1730.30109293659,0.480455901524794,0.547048296993196,0.878269622930147,0.379797416758733,0.755917718737753
ENSG00000004059,5670.43641107853,0.0227819475950793,0.147538011769622,0.154414088422534,0.877283245929269,0.968242141810847
ENSG00000004139,175.471496458355,-0.00903573959400702,0.245598025000623,-0.0367907665136318,0.970651836320498,0.991108593422991
ENSG00000004142,6443.51287003196,0.0251096657849523,0.101500814852578,0.247383883778885,0.804611145529987,0.945847718805672
ENSG00000004399,3994.21775117222,0.280614761133042,0.180690486313181,1.55301348100125,0.120419913986164,0.515686586276066
ENSG00000004455,9058.14153042478,-0.151570718334724,0.107141761557359,-1.41467450349488,0.157163953250557,0.561586778977013
ENSG00000004468,616.759096478458,-0.895165475787214,0.38816750706925,-2.30613191337397,0.0211032625840373,0.263095017346739
ENSG00000004478,8868.71262797931,0.0558782927519304,0.16180983656491,0.345333101733373,0.729843963975949,0.920135118196202
ENSG00000004487,6413.5827537157,-0.120964199505806,0.12158248526759,-0.994914680676062,0.319777762115663,0.718120402902621
ENSG00000004534,4373.17209424596,0.117932790075224,0.142118221244429,0.82982174307116,0.40663957561201,0.769737236203413
ENSG00000004660,1096.57294206403,-0.162774065524031,0.244038621200589,-0.667001250553033,0.5047713346264,0.823615202942135
ENSG00000004700,1063.16348778562,0.269433176960718,0.232640622985506,1.15815188896525,0.246802057857624,0.658768016767195
ENSG00000004766,1122.55662469978,0.096620770348959,0.109140284608114,0.885289704859132,0.37600040115215,0.755132858041656
ENSG00000004776,148.520092388634,2.07912195614215,0.446482534295754,4.65667029824938,3.21364466852928e-06,0.00246743637649678
ENSG00000004777,971.025952357032,-0.272452418980527,0.234726989119051,-1.16072046083436,0.245755598242574,0.658092455465375
ENSG00000004779,3403.44760479156,-0.233442579077166,0.1448516956669,-1.61159714425428,0.107049632533579,0.496632675886899
ENSG00000004799,363.475356981134,0.36637041009081,0.424396975165508,0.863272906099134,0.387987437116139,0.759849238515966
ENSG00000004838,212.124192998317,-0.723859190332262,0.501901562329655,-1.44223338730478,0.149236544794531,0.553538654444083
ENSG00000004864,1652.74063308773,-0.104387874369409,0.165442956516866,-0.630959918555171,0.528066732163991,0.831672796676978
ENSG00000004866,1089.40528788759,-0.0377267559864979,0.118704904043859,-0.317819691531519,0.750621712889887,0.92776457043924
ENSG00000004897,3060.63454372167,0.129173740072163,0.106436799391478,1.21361916941018,0.224893183470799,0.6366998018764
ENSG00000004961,1820.04722101134,-0.269923092110517,0.139197798305606,-1.93913334403398,0.052485103451866,0.380709139634792
ENSG00000004975,2148.83001862032,-0.0117478613717424,0.136965834744416,-0.0857722029268424,0.931647503875573,0.981189359268326
ENSG00000005001,3370.32382591571,-0.189778549023258,0.305116261943494,-0.621987657473347,0.533949983879421,0.835043262591032
ENSG00000005007,7705.0583225684,-0.131100656308197,0.0977411830358559,-1.34130416919656,0.179821716728831,0.588521372994018
ENSG00000005020,1832.91641758948,0.242062580467656,0.136053343159957,1.77917407132777,0.0752112279017961,0.436923804451469
ENSG00000005022,22565.9255941292,-0.461555209377256,0.169621428777866,-2.72109021072864,0.00650670024124604,0.162855106077738
ENSG00000005059,1847.48543662157,0.0749469975524733,0.237757768863579,0.315224179259003,0.752591448314779,0.928431793056369
ENSG00000005073,425.75041882061,0.650935978427509,0.419150733537006,1.55298780687936,0.120426047615901,0.515686586276066
ENSG00000005075,2623.55337670169,-0.320414249401212,0.214283276539739,-1.49528350777197,0.134840467396899,0.536759558181264
ENSG00000005100,1412.97370111868,-0.0241656798521234,0.122043448375025,-0.198008825331329,0.843038158826223,0.956955497260163
ENSG00000005102,140.646352948118,0.979677040921354,0.385850629042663,2.53900594474094,0.0111167934286989,0.206049192482154
ENSG00000005108,71.6944205183779,1.28615200976055,0.344275412595013,3.73582301467897,0.000187102233906039,0.0295345526709576
ENSG00000005156,1453.90592695874,0.225989630534468,0.126640641136351,1.78449531293158,0.0743432157471449,0.435089510765989
ENSG00000005175,1781.91260223644,0.0152903461522235,0.103451809256763,0.147801631137001,0.882499322017383,0.969295283094975
ENSG00000005187,208.584896046923,0.451943347869445,0.41420222155408,1.09111763373398,0.27522112454802,0.685419329964221
ENSG00000005189,471.198750100063,0.123323044926375,0.170170419617248,0.724703184041954,0.468634141355451,0.805567860060771
ENSG00000005194,2675.94380683343,0.00195074103137339,0.107899778364026,0.0180791940535048,0.985575675979729,0.99470917386426
ENSG00000005206,2572.28088087342,-0.272002456685362,0.179784270906234,-1.51293800794855,0.130295406286541,0.53029850488633
ENSG00000005238,1314.12725811193,-0.142477968627296,0.171570902753871,-0.830432004147521,0.406294577070669,0.769737236203413
ENSG00000005243,1013.28106567036,-0.227803362951346,0.316727454995973,-0.719240973139641,0.471992457987326,0.807027745780357
ENSG00000005249,409.530393559059,-0.091215836339065,0.39072988649965,-0.2334498575377,0.815412101750023,0.949459223117482
ENSG00000005302,2080.97647254369,-0.0718613435203268,0.113464404567583,-0.633338215576884,0.526512802516821,0.831133602020417
ENSG00000005339,5438.46017707316,0.0692552096617637,0.106973837124065,0.647403248529297,0.517370994017478,0.828084703067347
ENSG00000005379,1003.05661728631,-0.0178101610691897,0.30304583255492,-0.0587705196901594,0.95313488973911,0.987518257227885
ENSG00000005436,822.401987816556,0.0927457439982619,0.144022567044597,0.64396674702752,0.519596997352013,0.828494347004586
ENSG00000005448,1288.12184299434,-0.248488370664889,0.254776725752621,-0.975318172925112,0.3294024587548,0.72417245541039
ENSG00000005469,1479.02035396692,0.0168921329551725,0.260181522918736,0.0649244141769765,0.948234181897456,0.986955207465567
ENSG00000005471,25.7510948298926,-0.0644619099599712,0.269292409221796,-0.239375146690001,0.810814699946643,0.94804362616099
ENSG00000005483,3061.49728815137,0.187661766400585,0.1344432250009,1.39584398097657,0.162761482926019,0.567945887094396
ENSG00000005486,4665.18311304909,-0.181144450333521,0.189470813952193,-0.956054637413588,0.339044631240988,0.730513449885872
ENSG00000005513,33.9945896116557,0.0568765176582563,0.398885345565333,0.142588636786459,0.886615072305377,0.970336577334819
ENSG00000005700,2388.74333057456,0.207845571179565,0.151550594042686,1.37145995693705,0.170231618004742,0.575787825127932
ENSG00000005801,1250.43858360195,-0.137559817380735,0.158279563887568,-0.869093987891257,0.384795724853458,0.758459946860045
ENSG00000005810,3073.44403034509,0.252959832348748,0.192362102179872,1.31501906811256,0.188503494131166,0.597452973349471
ENSG00000005812,1859.87295946973,0.221613236011998,0.140179461774065,1.5809251455765,0.113895154057719,0.505337759523355
ENSG00000005844,1164.55689471254,-0.874076965226975,0.355191584282177,-2.4608605718895,0.0138604218851744,0.225466778038918
ENSG00000005882,868.474336129982,-0.220517513250509,0.15572921894689,-1.41603171673078,0.156766218512248,0.561586778977013
ENSG00000005884,19064.5819996093,-0.358441719663609,0.314431975472821,-1.1399658674173,0.254300521568,0.665386214892809
ENSG00000005889,2209.71461027509,0.0461346504228227,0.119862171455142,0.384897502379126,0.700313356434925,0.909394160856567
ENSG00000005893,11854.2273662347,-0.27799951562756,0.160634044221663,-1.73063883795356,0.0835162001431143,0.453973369698288
ENSG00000005961,316.624468586458,-0.300316190726527,0.378988659393151,-0.792414715541629,0.428118901789742,0.783751418868975
ENSG00000006007,3081.36105949595,-0.0307142726010449,0.125072929476338,-0.245570905947763,0.806014413344021,0.946211066123102
ENSG00000006015,1478.29644799539,-0.18659563245045,0.17411166922992,-1.07170089905947,0.283854396882729,0.693451177610902
ENSG00000006016,327.452237356775,-1.23631144964188,0.519769983877169,-2.37857415393583,0.0173797408791331,0.241390993883004
ENSG00000006025,967.28387224746,-0.239869779136079,0.233753727231666,-1.02616451073035,0.304814046537872,0.709415656052676
ENSG00000006042,1712.63019382981,1.14930475758696,0.342909159915628,3.35163037893109,0.000803372003908681,0.0600613360046939
ENSG00000006047,999.694444428803,-0.775127488622097,0.387755167158196,-1.99901266127,0.0456069839578172,0.360468495024751
ENSG00000006062,1228.75210167637,-0.570928070119441,0.240169627676731,-2.37718680601825,0.0174452507258404,0.241777319626359
ENSG00000006118,4772.02727557338,0.131524536359593,0.219792716890521,0.598402614155342,0.549571321899455,0.844006122521055
ENSG00000006125,8451.87934185844,0.148474008548172,0.228690092715984,0.649236732491798,0.516185372502067,0.827637702438095
ENSG00000006194,1825.65509380812,-0.0613220905393352,0.0949924220293447,-0.645547183967915,0.518572651549242,0.828326029922233
ENSG00000006210,4429.27484392114,-0.142191457629882,0.389538133172557,-0.365025771602429,0.715092168685471,0.91370971249632
ENSG00000006282,2372.33636483093,-0.0413812252090098,0.171504720117117,-0.241283302178223,0.809335551573162,0.947484693905426
ENSG00000006283,113.170615623255,1.50765282823341,0.449430455738052,3.35458536239506,0.000794840253796196,0.0600613360046939
ENSG00000006327,5311.4602286106,-0.0369848561024775,0.250975443426116,-0.147364441706287,0.882844370468196,0.969295283094975
ENSG00000006377,274.592023661104,-0.463999968274578,0.570193765174879,-0.813758403921285,0.415783368703444,0.776104319260014
ENSG00000006432,1344.28175355955,-0.0383020753747487,0.230286439586611,-0.166323624801812,0.867902275077399,0.964503353313688
ENSG00000006451,4669.51906127553,0.170029956227869,0.1269399983067,1.33945138251112,0.180423771589275,0.588809692835037
ENSG00000006453,3716.55481314789,-0.00402035071000244,0.170357830649367,-0.0235994476724535,0.981172112723104,0.993599477427794
ENSG00000006459,1804.32430876263,0.250864055638525,0.201161039918313,1.24708072567329,0.212367899461778,0.625422037473939
ENSG00000006468,340.144133802117,0.262667134380003,0.341281446919778,0.76964961544407,0.441507765164418,0.791687090998974
ENSG00000006530,1405.92845716287,-0.0295142319405225,0.127636035680209,-0.231237454087575,0.817130334215004,0.949774176498074
ENSG00000006534,1773.05817509248,-0.169477010381413,0.362368832803731,-0.467692017191795,0.640004850587336,0.886659817578076
ENSG00000006555,2627.14609836062,0.120672589037126,0.313318560969054,0.385143442073464,0.700131143746207,0.909394160856567
ENSG00000006576,1660.20204394092,-0.0683620243937025,0.148055069977412,-0.461733761661333,0.644272256784947,0.888081410348071
ENSG00000006606,27.1603894016417,-0.881352151730808,0.448048721449942,-1.96708998271135,0.0491728379121743,0.36996477167043
ENSG00000006607,1482.76327294415,0.0636143384676421,0.155993612895401,0.407800917530501,0.683419839944729,0.903625110502928
ENSG00000006611,391.584475941058,0.454773112378566,0.780688291437048,0.582528414178525,0.560210808118764,0.848884662470076
ENSG00000006625,2425.91011297636,-0.062326154642166,0.152740627905078,-0.408052235328632,0.683235326032519,0.903625110502928
ENSG00000006634,1133.25788937364,0.0823837416343223,0.128598740056799,0.640626351377435,0.521765474625085,0.828494347004586
ENSG00000006638,87.836844507215,0.0736968269767171,0.270603175448567,0.27234280179659,0.785358448436357,0.939322714712103
ENSG00000006652,529.882804103734,-0.214989090416596,0.196316884474022,-1.09511258286622,0.273467316759582,0.682592989118599
ENSG00000006695,896.894376055437,-0.00116195974696558,0.118719105840274,-0.00978747050646503,0.992190853072767,0.997140231607459
ENSG00000006704,3102.51537651006,0.096608007475898,0.170595116299333,0.566299959644715,0.571189887854009,0.853955028824847
ENSG00000006712,5370.01474901106,-0.206239666829977,0.137493910151559,-1.49999128399679,0.133616660304034,0.535372144384952
ENSG00000006715,2444.1210091407,0.185342240255489,0.0924746074154957,2.00425009021917,0.0450432773034579,0.358637886896241
ENSG00000006740,227.414238350451,-0.17681149533488,0.394497769697917,-0.448193903530231,0.654013262174124,0.8925618065261
ENSG00000006744,3981.35046581179,0.0173113739069495,0.109633920030555,0.157901622984244,0.874534319153241,0.96746264713761
ENSG00000006747,698.078119046311,0.0937522211736299,0.442219527255809,0.212003802173569,0.832104068040967,0.953424120939941
ENSG00000006756,3036.30521923129,0.0481923479880757,0.28614925621586,0.168416820736802,0.866255376074133,0.963998663308528
ENSG00000006757,1300.11720268812,-0.241673901140345,0.201952370784145,-1.19668761600554,0.2314283357409,0.643455888665965
ENSG00000006831,5498.16531538107,-0.0711404990092605,0.134706745293413,-0.528113858398889,0.597420312692457,0.86522553255733
ENSG00000006837,26.2806400467941,-0.282021077457528,0.17423254349852,-1.6186475373352,0.105523120734552,0.494773142755175
ENSG00000007038,827.369920136861,0.166355442480518,0.633354231065835,0.262657821359413,0.792814329215536,0.94239971985269
ENSG00000007047,2105.07304110966,-0.0978719459803996,0.139319137692789,-0.702501807011006,0.482366275202691,0.812159444459254
ENSG00000007062,1861.3940702711,-2.55513085311845,0.78659358843809,-3.24834945348599,0.00116076615545578,0.0701870359070228
ENSG00000007080,4322.49464211374,-0.303744126971701,0.171983803574076,-1.76612053379127,0.0773756292287292,0.442084238520601
ENSG00000007129,90.3210970276684,-0.326858555464669,0.390345582960091,-0.837356869740951,0.402392001586596,0.767996622751529
ENSG00000007168,5735.96194882355,-0.0343054904681971,0.0980597509338692,-0.349842724884469,0.726456732834772,0.918859141110691
ENSG00000007171,136.903169092707,-0.894404057027482,0.570380505647801,-1.56808314479766,NA,NA
ENSG00000007174,101.246658337952,-0.972683927797146,0.507816967861462,-1.91542226698992,0.0554386736815003,0.387490338212616
ENSG00000007202,5507.26800929397,0.181265573422541,0.125937373275498,1.4393310635915,0.150056745677869,0.554147246517262
ENSG00000007237,856.82603454423,0.50236492305971,0.322782246258805,1.5563585943228,0.119622845328605,0.515606285582019
ENSG00000007255,1228.66444383038,-0.316251800373874,0.293738458117509,-1.07664417659385,0.281639260302305,0.691644407676667
ENSG00000007264,292.717793777419,-0.597612568943617,0.324135925784281,-1.8437097569411,0.0652254503271684,0.412521423074134
ENSG00000007306,1304.5595985043,1.0490480652468,0.630491861941808,1.66385663094193,NA,NA
ENSG00000007312,113.176447492363,-0.255226651522688,0.418752789274035,-0.609492421447886,0.542198094545584,0.840662319104616
ENSG00000007341,586.7777860988,0.0951427524649571,0.115353396028765,0.824793683934818,0.409488733123562,0.771736498017356
ENSG00000007372,203.429136489657,0.209560883176091,0.553757435443021,0.378434436746545,0.705107890178751,0.910049875735099
ENSG00000007376,1790.30675433185,-0.368351316701757,0.151849875422321,-2.42575975566201,0.0152763792028053,0.233257780284291
ENSG00000007384,2559.05410970008,0.129877508175803,0.149479176215151,0.868866898148178,0.384919936933175,0.758459946860045
ENSG00000007392,2498.2701966329,0.108157887690936,0.14626124979666,0.739484230042497,0.459613012202614,0.800569126064353
ENSG00000007402,133.708664268047,0.0643138063107853,0.307234538961638,0.209331302815585,0.834189616932258,0.954135387701549
ENSG00000007516,241.138994662365,-0.202541032226665,0.312494326832497,-0.648143069602769,0.516892419483012,0.828084703067347
ENSG00000007520,2107.34453176435,-0.195867632081597,0.146270300663928,-1.33907998542797,0.180544635373473,0.588809692835037
ENSG00000007541,2491.50696908709,-0.419856211654932,0.18578617011065,-2.25988948157377,0.0238281108943909,0.279592013138342
ENSG00000007545,1013.3661339148,0.00113572739300897,0.114800150109396,0.00989308282198856,0.992106590716525,0.997140231607459
ENSG00000007866,3774.93375407479,0.150124436623497,0.157586866431968,0.952645610783231,0.340769659322306,0.732073151728222
ENSG00000007908,159.613971067928,0.344510946022645,0.428157778962128,0.804635494087609,0.421030053516842,0.779895959204417
ENSG00000007923,1625.43990560599,0.0286866617842611,0.15017660249798,0.191019515071577,0.848510303855295,0.957827303231425
ENSG00000007933,401.518894430453,-0.918412560779277,0.555286614746644,-1.65394327251759,0.098139039293747,0.481673853878366
ENSG00000007944,1890.06418445332,0.24487089288114,0.205728427088836,1.19026279618325,0.233943118522417,0.646236828211951
ENSG00000007952,95.7943966598838,-0.526456387045527,0.222464274732399,-2.36647609005445,0.0179583342051292,0.245530103742243
ENSG00000007968,1869.3780051085,-0.0513806094273802,0.247558103782348,-0.207549696989737,0.835580584931099,0.954274539803805
ENSG00000008018,10505.8333461189,-0.282510301936655,0.164916466741743,-1.71305090096954,0.0867031756864627,0.460764489656775
ENSG00000008056,94.0691750281167,0.0160195182659244,0.431544832228606,0.0371213303220329,0.970388264610549,0.991108593422991
ENSG00000008083,1957.32054770729,0.104432671097872,0.167927874476772,0.621890031200964,0.534014180548479,0.835043262591032
ENSG00000008086,617.637423634944,0.138776523185238,0.204270098423176,0.679377570464287,0.496898657851258,0.820203086397292
ENSG00000008118,33.1077152162581,-0.128741051192967,0.283913384785738,-0.453451855713404,0.65022340350733,0.89108710399996
ENSG00000008128,86.9967288428805,-0.360410810660476,0.174230043482391,-2.06859163584438,0.0385844234861628,0.33951320311179
ENSG00000008130,3754.98270973168,-0.0280769369951267,0.106425836986407,-0.263816924443948,0.791920992634743,0.94213509209856
ENSG00000008226,127.876481588851,-0.378445646004284,0.429405505303635,-0.881324625162137,0.378142141370068,0.755527364562141
ENSG00000008256,1505.35169959378,0.390068348150673,0.213941416534009,1.82324841290684,0.0682657756242801,0.421168843104236
ENSG00000008277,285.525451735018,-0.547585343758637,0.354165030708191,-1.54613046540388,0.122073062455097,0.519791001593506
ENSG00000008282,8128.21559356592,0.178895289853439,0.147909624116812,1.20949053127304,0.226474446646112,0.638848837731382
ENSG00000008283,5436.37184009666,0.112590701897663,0.155839050294262,0.722480672752204,0.469999003837796,0.806339700336883
ENSG00000008294,3969.4345425684,0.13437765887505,0.134875924452868,0.996305748562319,0.319101611543195,0.717393557066891
ENSG00000008300,1761.83424795339,-0.236480004895364,0.286554795676383,-0.825252302398838,0.409228365177892,0.771736498017356
ENSG00000008311,788.840212471693,0.0414916241061259,0.351835223848294,0.117929136407378,0.906123806813372,0.97487824405704
ENSG00000008323,1283.18285700429,-0.242651902858153,0.259303804436255,-0.935782270474958,0.349385301703013,0.737770931154065
ENSG00000008324,1089.26549895578,-0.253577085450452,0.155095172361029,-1.6349772954904,0.102053807292171,0.488555634208224
ENSG00000008382,694.098121835697,-0.375521988731306,0.1876861379306,-2.00079767675842,0.0454141978982854,0.359706464780817
ENSG00000008394,4227.02274330556,-0.1892383848863,0.453680774999277,-0.417117928099557,0.676592152141587,0.901925388417517
ENSG00000008405,1192.26695512906,0.058039805329029,0.139109344635219,0.417224345936102,0.676514319105631,0.901925388417517
ENSG00000008441,3329.59573303695,-0.142037289723477,0.238908977767529,-0.594524705813637,0.552161223067509,0.845615611990094
ENSG00000008513,3122.61722241483,-0.0483374722145883,0.258343816344862,-0.187105203052598,0.851578148756311,0.958849642499597
ENSG00000008516,192.394167621527,-0.868435825638741,0.318040624251924,-2.73058143965546,0.00632227103387696,0.162153450701097
ENSG00000008517,7031.92938711464,-1.20415605701607,0.354545697168594,-3.39633527252614,0.000682946506798634,0.0557431009419221
ENSG00000008710,2208.74521729844,0.318159715712287,0.22267343735215,1.42881755226659,0.153056679340289,0.557325562810986
ENSG00000008735,724.046865814886,-0.580018442072025,0.378095314411478,-1.53405350440496,0.125016490522513,0.522932652906631
ENSG00000008838,4657.79474808336,0.0268044638748726,0.0911972133668828,0.293917575825912,0.768820887422393,0.934093958957059
ENSG00000008853,1092.73945732622,-0.137935808550513,0.288921863734897,-0.477415612537641,0.633066198893458,0.882614540142329
ENSG00000008869,1629.34548406885,0.224406697779295,0.144444215702013,1.55358729104281,0.120282892735841,0.515686586276066
ENSG00000008952,6820.2036065389,0.125129681836972,0.139611543038945,0.896270316288012,0.370108408706539,0.750912884110947
ENSG00000008988,53596.6630315471,-0.286153372568574,0.203304185947674,-1.40751343232167,0.159275197039113,0.563744248000935
ENSG00000009307,25750.2082978611,0.216659653293882,0.105567868050824,2.05232574356408,0.0401380157462548,0.3431845043427
ENSG00000009335,5053.33106543255,0.180663168976261,0.151277853246189,1.19424730784783,0.232381242569096,0.644705756258543
ENSG00000009413,1195.68940693518,0.617318803711791,0.204877039147397,3.01311853334461,0.00258577898454461,0.109782090337923
ENSG00000009724,37.2750721203535,0.257338573766133,0.293636421879333,0.876385061904495,0.380820736403652,0.756314756382898
ENSG00000009780,767.443534159623,0.00983699834355153,0.106985954505606,0.0919466334530486,0.926740440221595,0.97937419390531
ENSG00000009790,381.289907733879,-0.472222345679463,0.3249726614694,-1.45311406671643,0.146192086065641,0.54988177607102
ENSG00000009830,1282.81918489989,0.121326783993922,0.139427490045533,0.870178355461322,0.384202942496591,0.758459946860045
ENSG00000009844,2897.70597207214,0.182466830295591,0.114565099903794,1.59269123362017,0.111229475116306,0.5021118833773
ENSG00000009950,166.102420641037,1.38143581964715,0.499706126100384,2.76449646600819,0.00570107247132434,0.158024673049922
ENSG00000009954,6339.98856520351,0.143910710148381,0.104627415338176,1.37545890513718,0.168989217734717,0.573733899521183
ENSG00000010017,2181.65440125917,0.195869705400155,0.14135470992691,1.38566097657045,0.165850449370084,0.570391825425983
ENSG00000010030,1420.82276854067,-0.335876242543555,0.335394893254041,-1.00143517179061,0.316616467138248,0.716680788528145
ENSG00000010072,763.517337945268,0.0839959982224285,0.105915146710489,0.793049916194002,0.427748741060093,0.783751418868975
ENSG00000010165,2532.17776637589,0.190960928478273,0.107152749441849,1.7821374577225,0.0747268187466725,0.435982153751483
ENSG00000010219,606.974167339305,-0.168713065863329,0.209712528810684,-0.804496835835847,0.421110096003387,0.779917704097561
ENSG00000010244,7272.53915351238,0.0268687326137673,0.0675931093209959,0.397506977910561,0.690993641912603,0.906914390188883
ENSG00000010256,13338.0016794413,-0.19258044202927,0.147716276005749,-1.30371850168883,0.192329578766462,0.602416764423224
ENSG00000010270,1336.46440344041,0.28700102394933,0.16517358394577,1.73757217766467,0.0822862257760993,0.451361180379279
ENSG00000010278,34400.1749062704,0.368773113724034,0.233970193168194,1.57615424738712,0.114990259729263,0.507411042644415
ENSG00000010292,8742.28641211457,-0.0438222214157322,0.152868434859573,-0.286666252951356,0.774367879767009,0.935550466942205
ENSG00000010295,417.057730362162,0.163665619795138,0.252427360711866,0.648367194956945,0.516747482825814,0.827960595395784
ENSG00000010310,137.095831899841,-0.666892130274278,0.306346339617595,-2.17692214343656,0.0294863769554361,0.307788254851416
ENSG00000010318,182.684918650373,0.06232680857034,0.180398261009288,0.345495617427991,0.729721804461541,0.920135118196202
ENSG00000010319,205.737216576411,0.646410876108366,0.270790456005399,2.38712577113677,0.0169806809436558,0.240366947324956
ENSG00000010322,4241.44643929431,0.184739525034029,0.130959333152308,1.41066329972201,0.158343917323143,0.562613430966191
ENSG00000010327,2081.89138958983,-0.0600341098012925,0.249312656181689,-0.240798484604576,0.809711304179645,0.947780073708562
ENSG00000010361,659.309698008316,0.198946708519072,0.240499089150624,0.827224374203231,0.408109898882679,0.770461717143155
ENSG00000010404,281.034036688504,-0.177560829437195,0.231205646462664,-0.767977911239587,0.442500307994322,0.791944845399895
ENSG00000010438,373.764795367846,-0.437163952378451,0.686475985024151,-0.636823373162968,0.524239899675491,0.83006370399493
ENSG00000010539,619.934041905951,0.0724634913985243,0.103929067152123,0.69723989047701,0.485652678607504,0.813641994569574
ENSG00000010610,2337.72131427861,-0.635887395791729,0.31276637094234,-2.03310667280453,0.0420417469966575,0.349157959372998
